order_id,customer_id,order_status,shipping_method,payment_terms,shipping_fee,created_at,updated_at,is_deleted
O09365,C04303,pending,,Prepaid,11.19,2024-12-03 08:37:42,2024-09-15 04:17:32,0
O09366,C04643,Pending,Standard,Postpaid,48.82,2024-11-07 08:17:26,2024-07-09 21:46:54,0
O09367,C03787,,Express,,139.89,2024-09-20 14:10:28,2024-08-07 19:34:15,0
O09368,C04480,Pending,Pickup,Postpaid,27.13,2024-03-14 12:18:25,2024-04-08 02:07:49,0
O09369,C04939,,,Postpaid,88.78,2024-10-27 00:40:21,2024-10-01 21:35:42,0
O09370,C02301,Completed,Pickup,,162.58,2024-07-31 01:44:48,2024-06-05 05:10:10,1
O09371,C00034,,,Postpaid,71.55,2024-06-29 13:05:10,2024-04-23 11:21:20,0
O09372,C01596,Pending,Standard,Prepaid,134.48,2024-09-16 07:00:11,2024-07-26 01:10:16,1
O09373,C00908,Completed,EXPRESS,Prepaid,72.37,2024-06-25 05:04:45,2024-12-02 07:29:00,0
O09374,C04433,Refunded,,,49.43,2024-02-06 05:04:30,2024-11-12 17:59:30,0
O09375,C03796,,Pickup,Postpaid,155.64,2024-11-30 12:07:00,2024-02-13 15:45:55,0
O09376,C02616,Refunded,Pickup,,149.56,2024-05-24 01:14:23,2024-01-29 14:10:46,0
O09377,C02098,Pending,Standard,Postpaid,141.98,2024-03-28 00:07:34,2024-07-09 04:24:38,0
O09378,C01744,Processing,Pickup,,187.52,2024-09-04 22:41:37,2024-09-15 18:34:56,0
O09379,C03698,,express,,82.82,2024-08-21 14:33:10,2024-01-07 20:36:01,0
O09380,C02394,Completed,,Postpaid,153.43,2024-08-21 07:18:39,2024-11-04 15:44:40,1
O09381,C00028,Refunded,,Postpaid,137.79,2024-11-01 18:54:13,2024-01-18 15:38:02,1
O09382,C03615,completed,EXPRESS,,39.23,2024-07-26 13:01:50,2024-02-19 01:38:25,0
O09383,C04105,Processing,,Postpaid,198.31,2024-11-11 06:55:31,2024-05-21 23:30:07,0
O09384,C02561,Failed,pickup,Prepaid,123.41,2024-04-06 14:15:06,2024-04-24 15:03:52,0
O09385,C01726,PENDING,express,,170.4,2024-05-13 10:48:22,2024-03-10 23:09:11,0
O09386,C00874,Completed,Pickup,Postpaid,90.84,2024-09-15 20:46:24,2024-10-04 10:28:33,1
O09387,C02213,processing,,Prepaid,119.53,2024-12-13 23:41:17,2024-03-18 08:44:36,0
O09388,C03560,F@iled,Pickup,Prepaid,160.19,2024-01-05 17:36:01,2024-11-06 21:58:20,1
O09389,C01585,FAILED,EXPRESS,Postpaid,189.94,2024-11-26 00:57:30,2024-07-28 06:52:23,1
O09390,C03354,Refunded,,,97.97,2024-03-13 06:06:04,2024-12-20 15:18:59,0
O09391,C04487,completed,St@nd@rd,Prepaid,37.21,2024-03-27 22:33:47,2024-06-28 13:45:17,0
O09392,C01139,Pending,Standard,,188.12,2024-04-11 03:07:18,2024-09-12 16:54:15,1
O09393,C04073,F@iled,,Postpaid,114.75,2024-02-26 07:58:21,2024-07-10 13:15:06,0
O09394,C03659,Failed,EXPRESS,,123.71,2024-08-12 17:19:45,2024-04-02 22:07:04,0
O09395,C04207,Failed,pickup,Prepaid,129.6,2024-01-02 05:09:01,2024-10-25 16:51:20,0
O09396,C04602,Completed,PICKUP,Prepaid,120.41,2024-09-10 21:09:57,2024-09-02 12:39:25,0
O09397,C02603,Refunded,,Prepaid,111.08,2024-02-06 08:16:14,2024-12-29 17:38:05,1
O09398,C01760,,,Prepaid,66.48,2024-09-04 05:02:48,2024-06-24 23:49:05,0
O09399,C00153,Failed,STANDARD,Postpaid,0.88,2024-04-13 02:19:25,2024-06-30 17:17:33,0
O09400,C04628,REFUNDED,,,22.68,2024-02-23 08:15:59,2024-12-20 01:56:04,1
O09401,C03774,Completed,,Prepaid,108.26,2024-03-09 13:25:42,2024-04-19 23:54:41,0
O09402,C04606,processing,PICKUP,,33.08,2024-07-09 18:17:45,2024-01-12 01:51:10,0
O09403,C01959,completed,Pickup,,163.67,2024-12-04 06:37:17,2024-05-25 05:22:59,0
O09404,C04692,Completed,EXPRESS,,167.81,2024-04-22 03:36:19,2024-12-24 12:01:26,1
O09405,C04639,,,Postpaid,99,2024-10-19 15:26:35,2024-07-13 11:04:40,0
O09406,C01727,Completed,Express,Prepaid,120.45,2024-04-30 08:51:18,2024-08-30 03:30:33,1
O09407,C03876,,Pickup,Postpaid,52.63,2024-01-21 01:08:40,2024-09-03 15:13:02,1
O09408,C03726,Completed,,Prepaid,137.21,2024-09-04 18:08:34,2024-05-23 00:00:17,1
O09409,C03104,Completed,,Prepaid,114.41,2024-06-03 05:13:27,2024-07-14 06:53:22,0
O09410,C00779,PROCESSING,Express,Prepaid,126.81,2024-05-24 08:28:55,2024-09-17 01:37:51,0
O09411,C02492,,Standard,Prepaid,47.23,2024-09-16 21:24:31,2024-12-21 14:12:49,0
O09412,C04816,FAILED,Pickup,,30.35,2024-01-24 14:24:23,2024-07-29 06:20:54,1
O09413,C03302,refunded,Standard,,6.38,2024-08-02 01:10:00,2024-10-20 02:54:12,0
O09414,C01128,FAILED,Pickup,,122.04,2024-08-13 00:13:58,2024-02-29 08:01:31,0
O09415,C04167,Processing,St@nd@rd,Postpaid,53.74,2024-11-24 01:18:46,2024-09-15 08:55:58,0
O09416,C03923,F@iled,Express,Postpaid,29.2,2024-03-17 03:58:12,2024-05-03 12:07:33,0
O09417,C02880,COMPLETED,express,,150.16,2024-06-10 17:19:25,2024-06-02 01:07:51,0
O09418,C04330,processing,Express,,104.96,2024-02-06 15:17:08,2024-03-29 00:40:02,0
O09419,C04900,Completed,,,46.71,2024-09-16 09:44:20,2024-05-01 16:16:50,1
O09420,C00907,,express,Prepaid,141.02,2024-09-02 18:35:50,2024-08-16 10:33:19,0
O09421,C01975,REFUNDED,STANDARD,,109.38,2024-03-18 06:52:48,2024-08-24 13:45:12,1
O09422,C00849,Pending,STANDARD,Prepaid,59.65,2024-10-01 00:22:12,2024-05-22 00:03:56,0
O09423,C04020,Processing,,Prepaid,172.47,2024-09-03 14:37:39,2024-01-25 17:09:15,0
O09424,C03845,,standard,Prepaid,178,2024-06-23 08:49:05,2024-11-01 18:17:19,0
O09425,C03352,Processing,Standard,Postpaid,62.77,2024-08-30 09:19:07,2024-03-24 17:14:55,0
O09426,C00752,Completed,,,139.76,2024-04-02 21:38:09,2024-05-14 01:50:11,0
O09427,C02417,failed,EXPRESS,Postpaid,78.54,2024-01-11 21:51:58,2024-09-01 06:40:59,0
O09428,C01450,Refunded,,Prepaid,78.67,2024-04-20 04:24:59,2024-04-17 21:24:01,0
O09429,C04937,,EXPRESS,Prepaid,63.56,2024-11-09 17:43:18,2024-10-14 20:23:32,0
O09430,C01919,,Express,Prepaid,42.36,2024-06-04 04:35:22,2024-04-09 06:48:23,0
O09431,C03934,PENDING,PICKUP,,190.61,2024-07-08 12:36:10,2024-11-02 12:16:26,0
O09432,C02212,Completed,standard,Prepaid,171.33,2024-12-30 17:43:19,2024-01-27 00:50:44,0
O09433,C01745,Failed,,,7.92,2024-08-10 14:34:27,2024-06-03 23:30:56,0
O09434,C00714,Processing,Pickup,,155.12,2024-06-17 05:37:52,2024-01-04 13:44:58,1
O09435,C04024,,STANDARD,Prepaid,173.37,2024-05-25 17:44:09,2024-04-20 03:03:29,0
O09436,C04096,failed,Pickup,,126.74,2024-01-11 12:41:01,2024-04-24 18:05:37,0
O09437,C01936,Failed,,Prepaid,150.79,2024-03-19 04:02:07,2024-03-02 00:23:01,0
O09438,C04900,PROCESSING,St@nd@rd,Postpaid,77.11,2024-04-11 12:16:20,2024-08-21 19:06:56,1
O09439,C03585,Failed,Express,Prepaid,143.89,2024-03-04 09:23:53,2024-12-12 23:14:17,0
O09440,C02975,Pending,Express,Prepaid,44.46,2024-04-27 04:35:32,2024-09-12 16:40:05,0
O09441,C02429,COMPLETED,,Postpaid,190.43,2024-01-01 23:37:41,2024-01-30 03:24:59,1
O09442,C04153,Pending,Pickup,Postpaid,126.67,2024-06-28 08:09:32,2024-02-27 09:07:54,0
O09443,C04592,Processing,,Postpaid,179.08,2024-08-26 08:08:00,2024-12-04 09:00:38,1
O09444,C01111,failed,Pickup,,87.15,2024-06-12 00:07:52,2024-05-13 10:57:20,0
O09445,C03087,Processing,Express,Postpaid,167.65,2024-05-08 04:07:26,2024-01-15 06:54:26,0
O09446,C04053,processing,Standard,,96.54,2024-04-08 22:32:26,2024-07-29 18:33:29,0
O09447,C02163,pending,,Postpaid,51.62,2024-10-17 20:24:51,2024-10-01 15:19:35,0
O09448,C04384,,express,Prepaid,174.82,2024-09-06 21:53:19,2024-11-24 04:32:03,0
O09449,C02167,Refunded,Express,Prepaid,168.45,2024-07-13 19:19:29,2024-06-01 01:35:11,1
O09450,C03435,Pending,,Prepaid,39.2,2024-09-14 00:25:37,2024-08-24 08:12:03,0
O09451,C02424,Failed,,,3.68,2024-12-30 23:06:11,2024-04-16 13:00:22,0
O09452,C04339,processing,PICKUP,Prepaid,60.74,2024-09-06 15:50:47,2024-10-02 06:18:46,0
O09453,C01178,processing,,Postpaid,107.37,2024-01-08 15:35:52,2024-03-03 13:55:04,0
O09454,C04872,Processing,Express,Postpaid,180.84,2024-10-09 09:14:22,2024-09-01 15:02:45,0
O09455,C02483,failed,,Postpaid,93.67,2024-10-05 19:49:30,2024-02-02 10:40:36,0
O09456,C01793,,,Postpaid,194.16,2024-02-09 09:38:57,2024-12-16 21:16:56,1
O09457,C03565,,Standard,Postpaid,82.39,2024-05-16 10:18:40,2024-10-15 05:08:22,1
O09458,C02675,Processing,Express,Postpaid,24.95,2024-04-02 07:59:07,2024-12-10 10:05:59,0
O09459,C03243,Processing,,Prepaid,124.04,2024-11-20 22:01:39,2024-10-11 08:08:10,1
O09460,C01517,Completed,Pickup,,195.33,2024-07-02 14:36:57,2024-05-12 00:06:44,0
O09461,C04176,,Standard,Postpaid,67.18,2024-11-06 20:44:02,2024-06-04 17:08:36,1
O09462,C00397,processing,Standard,Postpaid,153.97,2024-04-04 12:37:21,2024-04-21 17:11:59,0
O09463,C04018,completed,Express,Prepaid,90.77,2024-09-26 23:52:16,2024-01-12 21:09:45,0
O09464,C01518,Failed,,,191.07,2024-02-16 01:24:40,2024-07-17 06:43:15,0
O09465,C01264,Refunded,,Prepaid,153.76,2024-04-30 15:24:07,2024-08-15 23:44:27,0
O09466,C03303,REFUNDED,express,,6.32,2024-02-17 23:10:21,2024-03-29 02:17:21,0
O09467,C03352,,Express,Prepaid,77.3,2024-04-22 05:07:21,2024-05-07 21:43:09,0
O09468,C00817,COMPLETED,,,131.71,2024-09-24 15:05:54,2024-12-21 12:52:33,1
O09469,C04453,Pending,,Prepaid,180.12,2024-07-08 02:30:22,2024-04-07 20:33:18,0
O09470,C04668,Failed,Standard,Prepaid,138.43,2024-11-05 10:26:41,2024-04-02 08:05:43,0
O09471,C03752,pending,Express,Postpaid,85.48,2024-06-14 09:43:06,2024-06-09 05:49:20,0
O09472,C03889,Pending,,,27.62,2024-03-25 01:43:09,2024-01-31 15:22:18,0
O09473,C03978,,St@nd@rd,,28.48,2024-09-10 07:36:37,2024-07-10 08:03:45,1
O09474,C01941,Refunded,Pickup,Prepaid,15.03,2024-06-03 17:28:44,2024-02-10 03:38:12,1
O09475,C03913,COMPLETED,Express,Postpaid,31.67,2024-10-19 05:46:19,2024-03-10 04:41:30,0
O09476,C00441,,express,Postpaid,36.93,2024-10-27 21:55:28,2024-07-19 17:02:22,0
O09477,C01942,Refunded,Standard,Postpaid,136.28,2024-12-19 01:26:11,2024-03-14 04:18:56,0
O09478,C03067,Refunded,,,176.44,2024-09-13 17:00:36,2024-06-02 14:18:00,0
O09479,C02421,,Pickup,Postpaid,55.27,2024-07-14 21:13:11,2024-07-03 15:59:21,0
O09480,C00873,,Standard,Postpaid,147.99,2024-11-27 00:55:07,2024-03-04 00:18:50,0
O09481,C00463,Completed,standard,Prepaid,160.1,2024-03-21 20:57:15,2024-01-11 14:57:56,0
O09482,C02880,Failed,Pickup,,136.15,2024-09-24 11:09:33,2024-02-19 20:18:55,0
O09483,C01697,Pending,St@nd@rd,Postpaid,142.73,2024-01-21 05:20:03,2024-04-24 09:09:10,0
O09484,C00541,,Standard,Postpaid,108.04,2024-03-28 10:40:33,2024-07-17 09:31:00,0
O09485,C01372,failed,,Prepaid,107.44,2024-04-17 00:16:28,2024-05-01 19:48:16,0
O09486,C03635,PROCESSING,,,88.16,2024-08-30 17:05:04,2024-07-06 07:32:18,0
O09487,C00574,failed,,Prepaid,42.86,2024-06-06 09:55:18,2024-12-02 10:57:23,0
O09488,C03053,Refunded,,Postpaid,33.28,2024-02-20 17:42:14,2024-07-27 18:40:09,0
O09489,C03175,Refunded,Pickup,Postpaid,107.58,2024-04-27 13:02:40,2024-03-24 08:03:44,0
O09490,C03086,Refunded,,Postpaid,159.77,2024-04-03 17:46:54,2024-07-21 12:22:14,0
O09491,C01317,F@iled,Express,Prepaid,188.15,2024-11-26 18:07:20,2024-04-22 14:21:24,0
O09492,C01468,F@iled,,,173.47,2024-04-06 19:34:48,2024-08-30 08:49:37,1
O09493,C03024,Completed,express,Prepaid,28.77,2024-03-06 09:55:15,2024-04-26 15:43:48,0
O09494,C02615,failed,Standard,Prepaid,61.41,2024-08-10 23:24:33,2024-05-06 06:18:58,0
O09495,C01197,Refunded,Pickup,Postpaid,111.47,2024-12-04 11:54:57,2024-09-26 22:00:08,1
O09496,C02693,Failed,express,,0.22,2024-05-15 04:04:42,2024-01-21 10:55:19,0
O09497,C00145,Completed,Express,Postpaid,37.11,2024-05-01 21:01:43,2024-03-19 05:43:53,0
O09498,C01050,pending,,,81.01,2024-09-12 14:55:41,2024-02-20 05:27:14,0
O09499,C03523,failed,Standard,Prepaid,195.9,2024-07-16 08:30:50,2024-06-21 15:12:45,0
O09500,C03738,Failed,,Postpaid,104.88,2024-01-21 10:42:25,2024-11-15 22:47:23,0
O09501,C04059,Pending,,,96.71,2024-02-01 22:12:05,2024-01-24 08:10:12,1
O09502,C01179,COMPLETED,Pickup,,142.8,2024-09-15 15:32:51,2024-07-03 14:08:49,0
O09503,C02283,F@iled,STANDARD,,0.41,2024-10-02 11:11:46,2024-10-29 06:04:49,1
O09504,C04355,Failed,Pickup,,0.08,2024-08-05 00:29:27,2024-01-10 09:25:52,0
O09505,C02446,Pending,Express,Postpaid,19.46,2024-01-08 05:50:17,2024-06-06 02:55:32,1
O09506,C03979,,Pickup,,21.51,2024-05-16 21:11:29,2024-06-10 04:52:07,0
O09507,C02202,,Express,Postpaid,103.82,2024-04-12 15:54:00,2024-09-01 15:06:00,0
O09508,C01305,FAILED,Standard,Prepaid,68.32,2024-09-20 03:57:24,2024-06-10 22:03:00,0
O09509,C01104,Failed,EXPRESS,Prepaid,136.4,2024-09-11 09:42:40,2024-07-24 14:42:47,0
O09510,C03467,Processing,,Postpaid,198.92,2024-03-27 00:40:32,2024-03-27 23:01:03,0
O09511,C02241,F@iled,Express,Prepaid,146.11,2024-10-26 13:44:40,2024-01-30 19:55:17,0
O09512,C02853,,,Prepaid,163.15,2024-06-13 02:34:24,2024-01-11 04:32:56,0
O09513,C00678,Refunded,,Postpaid,47.58,2024-12-02 22:39:49,2024-03-24 05:28:40,1
O09514,C00847,Completed,,,6.73,2024-09-16 04:33:44,2024-01-06 23:51:01,0
O09515,C03917,,Standard,Prepaid,176.68,2024-08-27 18:32:05,2024-05-03 17:55:48,0
O09516,C02114,Processing,,Prepaid,111.61,2024-08-25 10:47:26,2024-07-25 00:32:32,0
O09517,C04320,Processing,Pickup,,32.1,2024-09-20 06:33:37,2024-03-25 19:20:21,1
O09518,C03153,Refunded,,,74.09,2024-03-11 21:23:38,2024-03-05 19:20:57,0
O09519,C02977,Completed,,Prepaid,62.4,2024-12-14 06:26:21,2024-11-12 21:00:28,0
O09520,C02288,Completed,Pickup,,19.56,2024-10-12 10:43:04,2024-12-13 19:09:20,0
O09521,C03535,Refunded,Express,Postpaid,47.77,2024-05-03 18:12:33,2024-03-16 23:21:37,0
O09522,C01774,Refunded,EXPRESS,Postpaid,27.31,2024-06-19 21:16:33,2024-04-30 00:37:31,0
O09523,C00179,F@iled,Pickup,Prepaid,43.42,2024-12-08 03:35:51,2024-02-01 01:08:19,0
O09524,C00130,Refunded,,,84.85,2024-05-04 10:32:27,2024-07-15 09:06:17,0
O09525,C01364,Failed,EXPRESS,,120.04,2024-02-10 05:49:00,2024-08-30 06:25:29,0
O09526,C01768,,standard,,124.34,2024-10-05 02:27:33,2024-12-20 18:07:09,0
O09527,C04958,Refunded,Pickup,,79.09,2024-03-10 08:10:00,2024-04-13 04:50:10,0
O09528,C03463,Refunded,Express,,10.92,2024-10-03 14:18:23,2024-12-13 10:12:33,1
O09529,C04760,,,Postpaid,81.24,2024-11-01 12:23:04,2024-07-04 04:32:15,0
O09530,C04027,Pending,Express,Prepaid,68.77,2024-03-03 12:36:08,2024-09-04 20:27:56,0
O09531,C01267,Pending,Pickup,Postpaid,171.94,2024-04-18 23:48:58,2024-12-06 20:04:21,0
O09532,C03212,Processing,,,4.61,2024-09-14 05:33:30,2024-05-15 00:10:42,0
O09533,C02436,F@iled,Standard,Prepaid,173.65,2024-01-01 13:27:33,2024-07-19 20:25:09,0
O09534,C00713,COMPLETED,,,8.4,2024-12-06 23:04:29,2024-11-29 11:45:01,1
O09535,C04814,,Standard,Prepaid,145.93,2024-10-01 07:12:54,2024-07-03 20:33:46,0
O09536,C03560,Failed,Pickup,Prepaid,17.17,2024-06-18 23:17:32,2024-09-27 01:56:55,0
O09537,C03881,pending,,,20.83,2024-02-25 11:22:19,2024-12-08 00:25:57,0
O09538,C00714,Refunded,St@nd@rd,,149.62,2024-09-20 14:58:37,2024-10-30 19:18:48,1
O09539,C00331,,,,79.92,2024-06-29 17:14:12,2024-12-16 10:13:21,1
O09540,C00041,,Express,Postpaid,113.97,2024-01-11 08:21:01,2024-11-16 02:23:29,0
O09541,C04949,,Express,Prepaid,124.94,2024-09-19 04:04:11,2024-05-22 00:52:36,0
O09542,C04337,Processing,,Postpaid,98.44,2024-08-15 09:40:09,2024-10-27 14:06:44,1
O09543,C00282,COMPLETED,St@nd@rd,Prepaid,32.33,2024-11-07 03:06:41,2024-06-08 05:53:01,1
O09544,C01093,Refunded,Standard,,15.02,2024-06-22 22:58:30,2024-05-18 06:11:58,1
O09545,C00999,Processing,,Postpaid,178.88,2024-08-29 10:07:50,2024-08-01 22:06:23,0
O09546,C04690,,PICKUP,,183.77,2024-08-31 05:56:20,2024-02-20 00:03:28,0
O09547,C01587,COMPLETED,Pickup,Prepaid,140,2024-03-13 05:17:41,2024-02-11 08:36:05,0
O09548,C02675,Completed,Standard,,130.63,2024-04-19 15:24:50,2024-09-29 00:57:06,0
O09549,C04556,failed,STANDARD,Postpaid,1.38,2024-12-13 18:58:50,2024-04-27 21:49:56,1
O09550,C00457,Completed,Standard,Prepaid,129.62,2024-01-15 09:09:02,2024-12-31 11:04:48,1
O09551,C01826,Processing,,,18.04,2024-12-14 16:35:03,2024-07-12 08:17:08,1
O09552,C01769,Processing,EXPRESS,Postpaid,187.48,2024-07-13 10:31:54,2024-01-07 22:26:32,0
O09553,C04360,Refunded,Standard,Prepaid,172.83,2024-12-03 10:08:25,2024-05-02 01:06:32,1
O09554,C02867,Failed,Standard,,109.61,2024-08-05 05:25:08,2024-07-03 22:06:45,0
O09555,C03354,Failed,,Prepaid,21.92,2024-01-24 21:49:02,2024-11-09 23:34:11,1
O09556,C03615,,,,21.07,2024-05-06 12:47:55,2024-01-07 13:59:51,0
O09557,C04735,Pending,,Prepaid,166.44,2024-06-28 16:27:02,2024-05-09 15:23:44,1
O09558,C03613,,,,110.71,2024-10-30 16:18:02,2024-01-24 21:02:13,0
O09559,C03645,F@iled,pickup,Prepaid,88.68,2024-06-05 09:46:02,2024-04-25 23:16:39,1
O09560,C04847,Processing,,,194.03,2024-04-11 08:51:22,2024-07-28 08:52:31,0
O09561,C00439,Pending,PICKUP,Prepaid,153.44,2024-03-08 07:07:21,2024-08-22 10:45:30,0
O09562,C01048,Completed,PICKUP,,54.47,2024-06-26 14:36:34,2024-02-12 10:50:26,0
O09563,C01533,Completed,EXPRESS,Prepaid,117.28,2024-04-05 02:58:40,2024-01-04 17:33:14,0
O09564,C01038,Completed,STANDARD,Prepaid,12.42,2024-07-20 04:23:52,2024-07-26 15:33:23,1
O09565,C01686,Failed,Pickup,Prepaid,37.01,2024-08-01 05:51:20,2024-05-04 21:29:07,0
O09566,C01323,Processing,STANDARD,,181.5,2024-12-21 02:23:11,2024-04-18 16:12:13,0
O09567,C02715,Completed,Express,,15.26,2024-11-17 03:50:12,2024-09-29 17:19:22,0
O09568,C04245,Completed,,,18.2,2024-11-27 00:38:18,2024-08-30 05:42:57,0
O09569,C02193,Completed,,Prepaid,155.7,2024-01-04 11:03:12,2024-04-11 23:21:20,0
O09570,C01972,Processing,Pickup,,33.59,2024-04-11 14:50:47,2024-07-21 10:38:43,0
O09571,C01176,refunded,,,75.6,2024-06-14 07:20:10,2024-11-16 13:58:55,0
O09572,C00833,Processing,Express,Prepaid,132.05,2024-04-07 12:47:32,2024-08-30 07:48:29,0
O09573,C00620,Pending,,Prepaid,38.19,2024-08-13 00:40:51,2024-12-16 22:57:18,1
O09574,C01925,Refunded,Pickup,Postpaid,120.59,2024-11-02 12:48:47,2024-01-02 04:47:28,0
O09575,C03462,pending,pickup,Postpaid,69.74,2024-11-09 12:01:22,2024-07-17 14:06:01,0
O09576,C01982,,,,37.33,2024-06-30 07:01:44,2024-11-02 01:23:40,0
O09577,C04352,COMPLETED,,,73.94,2024-11-14 02:28:17,2024-03-10 08:05:36,0
O09578,C01308,Completed,,Prepaid,173.58,2024-10-28 17:49:20,2024-06-07 06:00:55,1
O09579,C01973,Failed,standard,Prepaid,104.57,2024-02-14 12:25:56,2024-12-18 12:46:34,0
O09580,C02434,completed,EXPRESS,Prepaid,114.47,2024-11-28 02:58:52,2024-01-18 12:05:45,1
O09581,C03530,Pending,St@nd@rd,Prepaid,139.42,2024-12-06 19:06:01,2024-11-01 23:40:31,0
O09582,C04643,Refunded,,Prepaid,30.62,2024-05-31 17:20:03,2024-08-08 11:36:45,1
O09583,C01938,Processing,,Postpaid,128.57,2024-04-16 20:30:32,2024-02-06 06:27:17,0
O09584,C02899,Pending,STANDARD,,52.3,2024-04-21 04:26:15,2024-02-14 23:26:25,0
O09585,C01432,Refunded,,Prepaid,156.39,2024-02-23 05:36:26,2024-05-07 21:47:43,0
O09586,C00573,Processing,Express,Prepaid,63.07,2024-08-31 18:30:11,2024-10-30 20:19:53,0
O09587,C01124,Refunded,,Postpaid,138.21,2024-10-05 04:35:49,2024-12-07 23:58:56,0
O09588,C00251,COMPLETED,pickup,Prepaid,169.17,2024-04-21 06:58:19,2024-08-11 06:12:12,0
O09589,C04482,REFUNDED,Express,Postpaid,34.88,2024-11-16 04:21:31,2024-06-06 09:17:23,0
O09590,C00871,REFUNDED,Standard,,179.34,2024-03-18 04:08:17,2024-01-03 08:09:27,0
O09591,C04197,Refunded,Express,Prepaid,9.23,2024-02-22 14:08:46,2024-09-08 09:05:29,0
O09592,C01039,REFUNDED,Express,,158.94,2024-03-02 11:01:56,2024-07-09 22:45:46,0
O09593,C03013,Processing,Standard,Postpaid,191.14,2024-07-31 17:21:38,2024-10-29 02:36:06,0
O09594,C04396,Refunded,express,,107.65,2024-11-12 23:10:52,2024-05-15 02:14:40,1
O09595,C01043,Failed,,Postpaid,175.16,2024-12-26 01:14:40,2024-02-08 21:22:48,0
O09596,C04072,refunded,St@nd@rd,Postpaid,80.38,2024-02-23 09:19:31,2024-06-13 11:46:08,0
O09597,C00721,Refunded,,Prepaid,39,2024-11-28 03:47:20,2024-08-07 19:46:42,0
O09598,C00823,Pending,,Prepaid,71.99,2024-05-28 20:44:22,2024-10-20 23:20:05,1
O09599,C04658,,STANDARD,,190.26,2024-12-29 07:56:56,2024-04-17 13:52:24,1
O09600,C03913,Failed,Pickup,,40.79,2024-05-03 17:27:52,2024-04-24 09:11:36,0
O09601,C00386,failed,St@nd@rd,Postpaid,113.14,2024-11-10 13:54:25,2024-12-20 03:13:58,0
O09602,C00797,completed,Pickup,Postpaid,22.3,2024-03-04 01:02:25,2024-10-07 10:13:33,0
O09603,C02829,,,,189.95,2024-06-27 13:18:55,2024-12-10 10:13:12,0
O09604,C01340,Completed,Pickup,Prepaid,16.11,2024-02-07 21:42:01,2024-05-04 23:14:34,0
O09605,C04660,Refunded,STANDARD,Prepaid,69.39,2024-12-22 14:31:15,2024-09-01 13:34:05,0
O09606,C01326,Completed,STANDARD,Prepaid,136.26,2024-05-17 23:24:02,2024-08-22 17:56:47,1
O09607,C03185,FAILED,,,158.26,2024-02-02 14:54:05,2024-10-15 21:55:12,0
O09608,C02030,pending,STANDARD,Postpaid,18.64,2024-09-30 15:38:18,2024-12-05 10:13:12,1
O09609,C02841,Failed,STANDARD,Postpaid,141.38,2024-10-15 22:35:36,2024-06-23 04:30:30,1
O09610,C02778,Failed,pickup,,74.54,2024-12-15 05:19:14,2024-01-20 17:56:12,0
O09611,C01281,Pending,,Postpaid,184.68,2024-10-25 20:46:45,2024-04-16 11:37:45,0
O09612,C00936,Processing,Pickup,,185.77,2024-04-06 08:46:01,2024-08-16 01:02:45,1
O09613,C02023,Refunded,standard,Prepaid,110.73,2024-01-15 15:19:25,2024-10-06 02:47:04,0
O09614,C02067,Refunded,PICKUP,Prepaid,150.69,2024-02-29 22:00:24,2024-03-16 07:10:24,0
O09615,C03091,Pending,,Postpaid,160.33,2024-05-04 16:29:19,2024-06-13 01:12:19,0
O09616,C00501,failed,,Prepaid,147.61,2024-11-12 18:36:41,2024-09-17 23:48:00,0
O09617,C00340,,,Prepaid,33.6,2024-11-23 03:28:32,2024-11-16 08:15:12,0
O09618,C04811,Completed,,,150.08,2024-04-04 02:16:49,2024-07-12 14:38:40,0
O09619,C03610,PENDING,Standard,Prepaid,136.31,2024-05-27 21:20:35,2024-12-22 03:56:00,1
O09620,C02291,,Pickup,Prepaid,181.35,2024-06-26 03:42:41,2024-03-14 05:03:53,1
O09621,C00287,REFUNDED,Express,,136.11,2024-01-07 06:14:13,2024-08-16 00:13:54,0
O09622,C02363,Pending,Express,Postpaid,74.71,2024-01-24 02:17:41,2024-07-05 05:43:26,0
O09623,C01446,Processing,PICKUP,,168.58,2024-09-15 22:26:10,2024-10-19 11:25:11,0
O09624,C00825,FAILED,EXPRESS,Postpaid,183.43,2024-08-21 14:04:23,2024-05-19 00:59:25,0
O09625,C00533,Pending,,Prepaid,53.98,2024-04-28 00:23:46,2024-04-29 19:27:00,0
O09626,C00403,Refunded,standard,Postpaid,69.87,2024-06-11 01:48:23,2024-05-05 01:51:30,0
O09627,C02841,COMPLETED,Pickup,Postpaid,185.43,2024-04-21 21:01:07,2024-07-31 15:46:33,1
O09628,C01936,Processing,Standard,Postpaid,150.33,2024-11-22 06:21:52,2024-05-03 23:47:47,0
O09629,C02924,refunded,standard,Postpaid,175.45,2024-10-16 20:38:05,2024-03-26 21:16:17,0
O09630,C01703,Completed,,Prepaid,87.9,2024-11-22 02:44:57,2024-12-06 01:16:06,0
O09631,C02996,,,Postpaid,152.5,2024-08-20 14:38:11,2024-07-23 18:31:17,0
O09632,C02880,,,Prepaid,118.92,2024-11-04 08:16:00,2024-09-21 07:34:00,1
O09633,C03950,Processing,,Postpaid,183.71,2024-01-14 13:22:25,2024-04-11 15:33:00,0
O09634,C04683,PENDING,,,183.39,2024-10-20 14:01:09,2024-12-29 15:59:40,0
O09635,C03154,pending,STANDARD,Postpaid,41.5,2024-04-11 04:46:27,2024-02-20 22:25:03,0
