payment_id,order_id,amount,payment_method,payment_gateway,payment_status,currency,exchange_rate,created_at,updated_at
PM11418,O10111,4880.04,CASH,Flutterwave,,GHS,1327.25,2024-04-15 00:31:21,2024-08-20 03:59:04
PM11419,O09463,4140.98,Cash,Stripe,Reversed,KES,1284.09,2024-09-16 10:49:48,2024-11-07 09:43:39
PM11420,O03841,2703.38,Crypto,Paystack,Reversed,GHS,463.66,2024-07-01 07:19:37,2024-07-11 07:25:15
PM11421,O11497,6972.99,Card,Paystack,,USD,1014.02,2024-10-22 14:10:48,2024-10-13 11:51:41
PM11422,O10129,2983.12,C@rd,,,ngn,825.02,2024-02-06 18:46:07,2024-06-03 16:32:52
PM11423,O00389,6493.09,P@yp@l,Flutterwave,Reversed,,994.85,2024-03-28 07:10:49,2024-05-27 16:13:10
PM11424,O11682,1759.37,Card,,,NGN,616.21,2024-01-27 18:04:08,2024-06-26 17:40:16
PM11425,O10986,6496.55,Paypal,,PAID,KES,445.06,2024-02-06 23:13:40,2024-09-22 10:12:38
PM11426,O10317,6354.56,Cash,Stripe,,,923.7,2024-07-08 04:27:22,2024-02-10 21:38:09
PM11427,O10689,6938.66,Transfer,Flutterwave,paid,GHS,484.7,2024-07-25 18:41:30,2024-05-03 06:36:21
PM11428,O04616,123.74,Paypal,Paystack,FAILED,USD,1149.51,2024-06-14 18:20:59,2024-06-24 21:44:47
PM11429,O02243,6705.7,Crypto,Stripe,Pending,GHS,523.53,2024-07-16 09:00:48,2024-08-16 18:58:57
PM11430,O06035,442.64,PAYPAL,,FAILED,GHS,461.62,2024-09-18 09:03:03,2024-07-05 22:06:44
PM11431,O10415,731.51,Cash,,Reversed,,1111.23,2024-12-06 08:05:45,2024-09-23 23:15:16
PM11432,O08619,6892.24,,,Reversed,USD,628.29,2024-07-09 16:15:18,2024-02-06 20:20:56
PM11433,O07547,1795.01,Crypto,Stripe,Failed,KES,1318.67,2024-10-17 12:11:03,2024-11-22 17:27:31
PM11434,O10090,2461.91,C@sh,Paystack,Reversed,,426.52,2024-07-20 06:56:10,2024-06-23 04:11:03
PM11435,O10198,6058.73,CRYPTO,,FAILED,,576.22,2024-07-18 01:00:19,2024-07-17 04:01:37
PM11436,O10613,909.25,PAYPAL,,F@iled,KES,1086.36,2024-07-03 07:02:32,2024-08-09 20:38:17
PM11437,O10161,2851.05,transfer,Flutterwave,Paid,GHS,1263.6,2024-04-20 18:27:00,2024-02-29 05:11:01
PM11438,O11100,5717.92,,Stripe,Paid,,1069.57,2024-03-18 09:07:33,2024-05-09 05:00:27
PM11439,O11821,3327.35,Transfer,,paid,USD,967.29,2024-07-23 23:47:19,2024-06-15 19:37:26
PM11440,O10683,3172.42,Card,Flutterwave,Failed,NGN,1199.02,2024-04-25 14:04:56,2024-07-10 23:36:58
PM11441,O10135,5944.61,Crypto,Stripe,Reversed,,1010.25,2024-08-27 05:07:26,2024-08-02 07:21:16
PM11442,O02919,4596.55,Cash,,failed,usd,1351.11,2024-06-19 01:36:01,2024-07-02 22:59:21
PM11443,O10698,3369.06,paypal,Stripe,pending,,611.52,2024-03-04 09:25:38,2024-09-08 08:06:37
PM11444,O09256,2801.4,card,Flutterwave,reversed,GHS,1023.52,2024-08-13 05:30:49,2024-11-18 12:46:16
PM11445,O02809,1194.56,PAYPAL,Flutterwave,P@id,USD,1410.46,2024-04-26 02:16:33,2024-07-27 21:12:55
PM11446,O00672,1880.66,Transfer,Flutterwave,Paid,NGN,455.02,2024-04-11 22:19:40,2024-01-08 16:33:41
PM11447,O07930,4486.86,Paypal,Flutterwave,Reversed,GHS,886.67,2024-04-12 22:39:03,2024-12-24 09:05:33
PM11448,O02958,837.76,,Paystack,F@iled,,1404.62,2024-06-01 21:37:05,2024-09-11 18:40:05
PM11449,O03971,6661.83,Tr@nsfer,Flutterwave,Paid,GHS,1227.71,2024-12-19 21:52:11,2024-07-13 17:30:54
PM11450,O11272,5147.03,crypto,Stripe,F@iled,USD,695.4,2024-05-29 00:02:55,2024-12-25 19:00:35
PM11451,O07529,773.65,card,Flutterwave,F@iled,KES,1096.85,2024-09-25 16:26:26,2024-02-16 00:18:06
PM11452,O10828,1407.39,Paypal,,Failed,NGN,975.29,2024-06-02 05:30:56,2024-03-19 23:49:13
PM11453,O11176,4982.25,Paypal,Flutterwave,Paid,GHS,1207.81,2024-08-27 13:13:33,2024-07-05 22:35:11
PM11454,O11335,1034.47,Card,,pending,NGN,583.42,2024-08-25 23:44:11,2024-12-13 04:26:36
PM11455,O10745,2536.67,,Flutterwave,,KES,1487.53,2024-12-15 01:11:23,2024-01-20 22:22:04
PM11456,O10836,2093.1,,,Paid,KES,746.75,2024-07-22 13:41:54,2024-02-19 15:54:33
PM11457,O00877,6345.54,Card,Stripe,Reversed,USD,347.22,2024-11-19 13:52:35,2024-11-28 01:39:34
PM11458,O11602,6888.54,,,,NGN,1049.38,2024-04-25 03:11:20,2024-02-02 02:25:52
PM11459,O10961,4862.46,Paypal,,Failed,usd,1060.98,2024-02-19 00:22:30,2024-03-01 18:31:37
PM11460,O11708,3696.1,Transfer,Stripe,reversed,,414.72,2024-05-04 21:50:06,2024-10-15 07:27:46
PM11461,O10582,2287.81,transfer,,Failed,,1282.96,2024-04-29 22:37:39,2024-10-22 01:28:19
PM11462,O06341,5232.79,,,REVERSED,kes,532.81,2024-02-24 03:44:28,2024-08-29 03:09:36
PM11463,O00210,349.86,card,,Pending,ngn,905.65,2024-02-17 16:15:15,2024-12-12 20:32:28
PM11464,O08802,1581.85,Transfer,,Pending,ngn,957.92,2024-01-11 14:19:48,2024-07-10 11:34:49
PM11465,O05676,4888.53,Crypto,Flutterwave,Reversed,,380.74,2024-09-25 19:34:12,2024-07-17 20:00:20
PM11466,O05995,1951.24,,Stripe,reversed,GHS,547.6,2024-09-15 21:11:58,2024-11-03 16:34:33
PM11467,O05603,6871.72,Crypto,Paystack,paid,NGN,1216.01,2024-03-10 01:25:24,2024-04-07 05:32:31
PM11468,O06628,2156.06,Transfer,Paystack,,USD,362.09,2024-10-15 09:40:26,2024-12-19 18:03:10
PM11469,O11131,6544.13,transfer,Paystack,failed,GHS,958.08,2024-03-10 17:43:32,2024-05-29 05:26:13
PM11470,O01317,2319.39,Cash,Flutterwave,PENDING,ngn,585.65,2024-10-19 03:03:49,2024-03-30 06:28:40
PM11471,O04803,4643.4,Crypto,Stripe,Failed,,1275.28,2024-10-28 16:11:15,2024-02-17 17:37:33
PM11472,O03605,280.99,Card,Flutterwave,paid,GHS,682.44,2024-01-17 13:48:34,2024-07-09 03:24:01
PM11473,O10801,5755.61,Card,Flutterwave,,KES,830.58,2024-07-17 23:40:44,2024-11-05 16:09:53
PM11474,O02192,2449.54,Cash,,,,1443.33,2024-03-29 01:35:18,2024-12-22 02:36:00
PM11475,O07206,6295.07,Tr@nsfer,Flutterwave,Pending,GHS,452.77,2024-03-26 16:57:46,2024-09-17 23:00:58
PM11476,O10743,3258.76,Crypto,,,,789.87,2024-06-04 00:28:02,2024-08-05 10:07:28
PM11477,O04284,5645.11,Cash,,Failed,KES,684.94,2024-07-05 00:15:47,2024-01-03 22:34:05
PM11478,O00895,3218.1,Paypal,Flutterwave,Reversed,,827.57,2024-04-27 00:47:31,2024-03-02 08:54:23
PM11479,O11384,6586.16,C@sh,,reversed,NGN,1199.7,2024-12-31 10:27:35,2024-04-12 15:41:44
PM11480,O03866,707.44,Transfer,,,GHS,660.82,2024-10-14 17:27:26,2024-12-17 01:07:05
PM11481,O11904,886.66,card,,paid,GHS,550.87,2024-01-27 09:53:35,2024-03-09 22:30:03
PM11482,O11337,712.39,Transfer,Paystack,pending,KES,789.68,2024-10-29 19:29:41,2024-08-16 05:55:02
PM11483,O11286,938.99,Card,Flutterwave,paid,,525.31,2024-04-05 15:28:17,2024-04-30 11:24:41
PM11484,O11097,293,,Paystack,Paid,USD,325.57,2024-04-30 20:52:00,2024-12-15 23:27:14
PM11485,O04469,6264.76,Paypal,,Pending,USD,1152.42,2024-05-23 06:37:04,2024-08-01 05:40:14
PM11486,O11254,5784.09,Card,Stripe,Pending,USD,808.44,2024-04-28 22:41:55,2024-10-09 13:37:30
PM11487,O06402,967.07,Crypto,Stripe,failed,USD,356.83,2024-09-26 19:46:16,2024-09-02 19:06:42
PM11488,O00977,5748.67,Transfer,Stripe,,usd,897.18,2024-08-21 00:09:06,2024-07-13 13:57:26
PM11489,O10660,6590.84,CASH,Stripe,Reversed,USD,695.77,2024-12-14 07:06:35,2024-12-03 15:10:38
PM11490,O07436,6113.9,Card,,Reversed,KES,619.85,2024-05-19 04:44:14,2024-03-12 17:55:03
PM11491,O04428,1545.81,Card,Flutterwave,FAILED,USD,810.05,2024-03-29 20:38:13,2024-04-09 07:48:52
PM11492,O10980,3899.37,Paypal,,Pending,ghs,632.73,2024-06-07 17:04:43,2024-07-31 10:34:51
PM11493,O04702,2736.01,Paypal,,Paid,GHS,749.45,2024-08-31 02:31:01,2024-06-19 08:08:17
PM11494,O11065,3630,P@yp@l,,Failed,GHS,755.83,2024-10-01 09:48:42,2024-06-22 17:53:43
PM11495,O10455,3768.12,CRYPTO,Stripe,Failed,kes,1481.88,2024-04-08 22:42:43,2024-06-30 21:20:01
PM11496,O06353,6314.22,Cash,Paystack,FAILED,usd,676.77,2024-07-13 11:50:47,2024-05-19 04:24:27
PM11497,O10266,6518.16,PAYPAL,,failed,NGN,808.84,2024-02-14 15:47:34,2024-05-29 05:33:05
PM11498,O02095,5356.51,cash,Paystack,Pending,GHS,608,2024-05-12 15:41:40,2024-01-24 10:30:38
PM11499,O10768,374.52,Paypal,Stripe,Reversed,GHS,1277.35,2024-10-23 17:16:19,2024-07-15 01:28:40
PM11500,O10021,2297.35,Cash,Stripe,REVERSED,USD,1460.46,2024-12-26 11:14:24,2024-11-21 02:38:56
PM11501,O05650,3419.99,Crypto,Flutterwave,Failed,GHS,760.73,2024-03-27 20:39:24,2024-08-02 01:01:34
PM11502,O11887,5628.61,CRYPTO,,FAILED,GHS,370.25,2024-03-04 18:04:21,2024-04-15 23:04:04
PM11503,O00364,2980.85,Transfer,Stripe,F@iled,GHS,481.99,2024-11-17 20:34:55,2024-08-28 02:33:38
PM11504,O06648,5427.72,Cash,Paystack,Reversed,GHS,1307.97,2024-05-16 15:38:07,2024-09-06 14:43:05
PM11505,O09866,4459.95,Paypal,Stripe,F@iled,USD,604.18,2024-09-29 05:55:05,2024-04-20 04:41:57
PM11506,O11434,469.21,card,,PAID,KES,317.61,2024-08-08 03:39:33,2024-05-07 04:18:39
PM11507,O09447,789.54,transfer,Flutterwave,reversed,,437.04,2024-04-16 20:58:17,2024-10-25 07:07:56
PM11508,O08455,5910.72,Transfer,Stripe,REVERSED,NGN,1474.09,2024-12-24 13:20:21,2024-11-15 03:53:06
PM11509,O08956,4854.97,crypto,,pending,GHS,1449.3,2024-10-04 12:54:50,2024-08-28 00:23:28
PM11510,O02854,5590.08,TRANSFER,Flutterwave,,ngn,930.36,2024-08-31 05:11:13,2024-08-17 04:29:25
PM11511,O06665,6740.13,cash,,Pending,NGN,868.49,2024-06-16 21:42:57,2024-02-21 08:34:25
PM11512,O11653,1510.05,Transfer,,Failed,kes,1005.37,2024-01-17 10:29:23,2024-11-23 11:05:58
PM11513,O02109,1542.4,CARD,Paystack,Reversed,NGN,1097.72,2024-12-17 04:35:33,2024-05-05 09:04:23
PM11514,O10531,6463.24,cash,,PENDING,KES,966.26,2024-08-21 12:14:07,2024-12-31 01:59:02
PM11515,O01266,480.01,C@sh,Flutterwave,Failed,usd,955.98,2024-02-26 10:41:06,2024-05-13 19:30:05
PM11516,O10957,6090.03,Paypal,Flutterwave,Failed,ghs,1082.61,2024-09-18 01:37:33,2024-10-05 07:30:58
PM11517,O10222,4935.08,Paypal,Flutterwave,F@iled,KES,660.88,2024-07-28 07:42:49,2024-09-13 19:05:13
PM11518,O10083,3509.85,CRYPTO,,F@iled,USD,447.74,2024-01-18 02:54:08,2024-02-03 02:17:13
PM11519,O11399,4087.28,Tr@nsfer,Stripe,,USD,1376.95,2024-01-01 14:10:30,2024-12-10 22:26:44
PM11520,O02902,3032.37,transfer,,PAID,kes,1266.5,2024-07-29 03:58:39,2024-08-29 00:55:08
PM11521,O10990,2538.19,Crypto,Paystack,Pending,KES,1209.27,2024-03-11 22:22:57,2024-03-02 14:39:03
PM11522,O10149,4517.81,Crypto,Stripe,PENDING,USD,691.03,2024-10-09 11:12:54,2024-03-24 00:29:48
PM11523,O11368,314.81,CASH,Stripe,Reversed,,568.88,2024-02-24 17:18:03,2024-02-20 05:26:22
PM11524,O11933,3731.69,Paypal,Paystack,failed,GHS,457.13,2024-07-08 01:32:16,2024-06-18 03:07:48
PM11525,O04596,2624.74,Transfer,,Paid,USD,828.89,2024-10-17 21:25:52,2024-11-27 07:13:44
PM11526,O10800,6185.16,Card,Stripe,Paid,NGN,708.1,2024-09-18 03:12:50,2024-12-21 21:50:12
PM11527,O11505,4050.48,Transfer,Flutterwave,Paid,GHS,789.9,2024-09-28 20:25:30,2024-09-18 19:38:01
PM11528,O04585,2055.85,CARD,,pending,NGN,1305.39,2024-09-21 20:00:12,2024-07-24 12:59:07
PM11529,O05442,721.61,cash,,F@iled,kes,314.33,2024-10-24 02:21:52,2024-06-19 13:06:55
PM11530,O11035,4397.43,Transfer,,Reversed,ngn,563.52,2024-03-21 16:19:21,2024-07-18 18:57:33
PM11531,O11850,1499.07,transfer,Paystack,Reversed,USD,1489.16,2024-02-13 01:19:22,2024-08-29 10:53:03
PM11532,O01114,4268.84,Card,,Pending,KES,1375.01,2024-04-26 04:53:47,2024-01-29 05:16:11
PM11533,O10950,110.53,cash,Flutterwave,PAID,USD,329.14,2024-09-05 22:47:01,2024-08-13 18:16:38
PM11534,O09238,5205.92,Cash,Flutterwave,Failed,USD,975.2,2024-02-24 18:17:29,2024-04-20 16:57:50
PM11535,O11400,6268.69,Crypto,,Reversed,,435.3,2024-02-10 21:44:40,2024-12-25 21:30:21
PM11536,O06512,6189.58,Card,Flutterwave,Paid,ghs,1239.27,2024-11-19 03:30:47,2024-10-10 04:41:56
PM11537,O11952,4177.39,P@yp@l,,Reversed,GHS,1209.5,2024-07-24 16:02:44,2024-09-14 02:47:06
PM11538,O10392,3883.11,Cash,,Reversed,ghs,1289.58,2024-03-24 05:20:27,2024-06-24 15:05:52
PM11539,O01172,3500.05,crypto,,paid,USD,1126.75,2024-10-19 06:31:29,2024-01-04 14:38:48
PM11540,O02901,989.3,Crypto,Paystack,Pending,usd,893.73,2024-11-12 10:08:22,2024-11-01 19:25:10
PM11541,O11816,5850.68,Crypto,,Pending,GHS,955.09,2024-01-15 13:03:26,2024-05-31 19:49:39
PM11542,O10265,1384.37,,Flutterwave,,,825.61,2024-05-20 05:51:12,2024-01-19 04:15:30
PM11543,O01967,6031.27,Card,Flutterwave,Paid,KES,1416.89,2024-11-21 11:15:31,2024-04-01 19:31:02
PM11544,O03656,5440.6,Card,Stripe,paid,USD,1043.09,2024-09-24 04:02:07,2024-03-11 07:26:39
PM11545,O11655,1957.61,Crypto,Paystack,Pending,GHS,1100.87,2024-10-12 10:59:07,2024-04-19 23:06:52
PM11546,O10643,3318.48,C@sh,,Reversed,,1447.47,2024-02-17 03:19:21,2024-02-23 08:37:08
PM11547,O11671,4951.9,Card,Paystack,REVERSED,ngn,1221.01,2024-09-19 20:00:16,2024-08-04 10:24:01
PM11548,O06736,191.35,Transfer,Paystack,,GHS,463.34,2024-05-29 16:06:58,2024-05-01 05:13:40
PM11549,O05730,2686,,Paystack,F@iled,ghs,1377.78,2024-07-03 07:34:43,2024-07-11 10:45:59
PM11550,O01081,403.99,Paypal,,Reversed,USD,1131.62,2024-04-11 01:37:39,2024-05-24 21:02:21
PM11551,O06149,5540.66,,Paystack,Pending,NGN,1317.39,2024-03-25 06:13:34,2024-04-14 19:47:50
PM11552,O11526,3253.34,Paypal,,Reversed,NGN,953.16,2024-12-08 10:50:23,2024-06-25 14:40:20
PM11553,O11855,2119.01,Crypto,Stripe,Pending,USD,1374.42,2024-02-06 07:19:46,2024-12-21 23:13:48
PM11554,O09403,6100.98,P@yp@l,Stripe,Paid,usd,873.92,2024-11-03 08:20:20,2024-11-05 18:21:55
PM11555,O05141,5081.01,,,,KES,1010.26,2024-04-24 05:59:46,2024-01-17 04:15:03
PM11556,O02626,3065.44,,Stripe,,GHS,300.03,2024-12-12 00:16:47,2024-06-20 14:27:13
PM11557,O11068,1465.04,Paypal,Paystack,reversed,,1094.03,2024-11-28 20:19:25,2024-02-02 21:04:07
PM11558,O10823,6146.85,Tr@nsfer,Paystack,REVERSED,USD,575.13,2024-08-23 01:01:44,2024-09-22 23:32:43
PM11559,O10728,4644.13,Paypal,Paystack,,GHS,583.62,2024-08-16 09:08:28,2024-01-20 08:38:11
PM11560,O10232,886.64,Crypto,Paystack,Paid,,609.27,2024-08-01 06:19:01,2024-03-01 11:04:10
PM11561,O11601,6670.64,,Stripe,Failed,KES,1189.99,2024-10-18 23:09:47,2024-09-17 02:19:49
PM11562,O10318,1079.73,Paypal,,,,592.42,2024-01-03 02:26:48,2024-07-31 11:21:28
PM11563,O10434,6124.12,Cash,Stripe,paid,USD,539.71,2024-02-06 21:37:36,2024-05-05 16:40:58
PM11564,O07035,1361.99,P@yp@l,,F@iled,KES,609.34,2024-04-07 15:44:13,2024-12-03 16:57:37
PM11565,O08096,3184.93,TRANSFER,Stripe,PENDING,GHS,959.95,2024-10-18 09:53:03,2024-02-13 23:44:25
PM11566,O06232,1101.98,PAYPAL,Paystack,Reversed,,435.22,2024-05-19 21:31:13,2024-09-29 15:45:22
PM11567,O11728,1293.07,CASH,,Pending,GHS,525.01,2024-07-22 08:57:48,2024-06-05 10:29:54
PM11568,O10700,6190.2,Cash,,,NGN,1305.01,2024-01-08 15:32:51,2024-06-01 00:13:35
PM11569,O10081,5575.67,cash,Stripe,Pending,USD,1171.56,2024-07-17 12:55:05,2024-11-20 14:31:37
PM11570,O01399,6210.28,cash,,Pending,,857.83,2024-03-15 22:34:26,2024-07-22 04:11:15
PM11571,O02981,1274.14,Transfer,Stripe,Pending,,1442.62,2024-08-25 02:47:52,2024-07-07 12:04:34
PM11572,O00759,1496.39,CASH,,Reversed,USD,1186.6,2024-06-06 23:31:35,2024-11-15 17:16:03
PM11573,O07118,6600.74,TRANSFER,Stripe,REVERSED,ghs,1153.9,2024-09-23 04:36:15,2024-06-27 00:49:43
PM11574,O07103,6886.25,,,Pending,NGN,785.78,2024-11-17 22:09:19,2024-05-05 05:54:49
PM11575,O10954,1886.83,Card,Flutterwave,F@iled,GHS,751.37,2024-09-19 18:47:17,2024-01-11 14:26:48
PM11576,O00635,574.11,crypto,Flutterwave,PAID,ghs,833.97,2024-02-01 05:56:48,2024-10-18 01:59:53
PM11577,O10918,6625.4,Transfer,Flutterwave,,USD,958.24,2024-11-14 06:24:56,2024-04-16 00:21:36
PM11578,O10430,1731.78,Card,Paystack,Reversed,usd,1280.52,2024-07-05 16:07:37,2024-05-14 04:39:11
PM11579,O10117,6728.44,Crypto,,Failed,NGN,577.03,2024-10-01 03:11:35,2024-07-22 09:15:34
PM11580,O10111,6041.19,,Flutterwave,REVERSED,NGN,798.17,2024-11-24 22:18:37,2024-03-13 06:21:56
PM11581,O11021,4181.63,CASH,,reversed,NGN,423.46,2024-10-03 07:58:02,2024-12-20 01:52:48
PM11582,O01165,3548,Cash,Paystack,Pending,,561.44,2024-02-20 12:01:34,2024-07-09 04:04:46
PM11583,O10879,5398.02,PAYPAL,,,GHS,341.57,2024-08-06 04:04:50,2024-09-20 13:05:51
PM11584,O10849,4429.3,CASH,,,kes,372.72,2024-11-15 17:32:43,2024-02-03 16:30:49
PM11585,O10543,6346.2,Cash,Stripe,Reversed,USD,1484.51,2024-12-15 17:54:18,2024-11-09 18:45:55
PM11586,O01214,5256.14,C@sh,Stripe,P@id,KES,1071.52,2024-01-12 02:24:16,2024-10-27 06:22:48
PM11587,O10778,2443.94,Cash,Flutterwave,paid,,1394.85,2024-08-02 17:24:01,2024-11-22 03:53:26
PM11588,O05105,4341.84,CASH,Paystack,,KES,1434.63,2024-09-27 19:24:32,2024-01-30 15:01:22
PM11589,O08473,946.73,Cash,,Pending,KES,1216.39,2024-12-29 17:02:40,2024-11-19 11:23:28
PM11590,O07778,6918.5,Tr@nsfer,,reversed,usd,939.69,2024-07-17 06:13:24,2024-03-12 02:07:17
PM11591,O11603,2814.59,P@yp@l,,paid,NGN,312.93,2024-08-25 15:16:31,2024-04-03 12:08:17
PM11592,O10073,6719.36,Crypto,,Pending,USD,1001.48,2024-06-27 20:48:17,2024-02-03 09:57:17
PM11593,O05786,386.97,CARD,Stripe,Reversed,GHS,1054.86,2024-10-17 18:51:11,2024-06-24 04:18:09
PM11594,O09852,1126.04,cash,Flutterwave,FAILED,NGN,1274.4,2024-09-10 22:09:12,2024-05-07 13:15:25
PM11595,O04756,6482.89,Transfer,,Reversed,ngn,425.34,2024-07-18 21:42:15,2024-04-22 03:06:39
PM11596,O08807,2182.37,Paypal,,,USD,484.74,2024-01-07 03:12:45,2024-01-27 14:48:09
PM11597,O03728,2642.9,,,pending,ghs,1345.06,2024-06-17 01:39:55,2024-04-09 09:15:33
PM11598,O06858,4693.73,,,Paid,GHS,861.39,2024-08-22 12:29:25,2024-10-25 22:27:35
PM11599,O10864,2478.65,,Paystack,Failed,GHS,540.74,2024-02-13 00:00:02,2024-03-21 14:30:48
PM11600,O06316,2104.94,CARD,Stripe,Pending,KES,830.85,2024-02-15 13:31:42,2024-10-15 11:42:40
PM11601,O11970,4430.63,Paypal,Stripe,Pending,GHS,322.86,2024-08-02 09:07:36,2024-06-14 22:35:18
PM11602,O08771,560.36,Card,,Failed,KES,672.2,2024-12-17 10:11:46,2024-11-07 18:54:58
PM11603,O11884,6336.09,,Paystack,Failed,KES,428,2024-03-15 01:36:23,2024-08-29 04:05:12
PM11604,O01442,3732.47,,,pending,,435.58,2024-11-05 09:38:31,2024-11-04 16:55:14
PM11605,O11049,3092.14,Transfer,,Pending,GHS,303.06,2024-02-12 15:57:44,2024-07-27 00:33:03
PM11606,O10898,697.92,Card,Flutterwave,PENDING,NGN,493.11,2024-04-15 16:09:47,2024-06-18 19:31:52
PM11607,O08201,6350.81,card,Stripe,Reversed,USD,969.4,2024-08-29 13:11:47,2024-11-08 02:12:26
PM11608,O03399,5524.59,CASH,,Paid,NGN,1464.88,2024-02-10 20:01:19,2024-03-23 05:26:55
PM11609,O11581,4095.56,crypto,Paystack,Pending,GHS,1494.95,2024-03-12 00:09:52,2024-04-11 18:47:17
PM11610,O07804,5020.14,Cash,,failed,KES,854.85,2024-04-18 17:23:14,2024-12-05 17:03:06
PM11611,O04194,6800.37,CARD,Paystack,Reversed,USD,564.47,2024-09-01 11:53:04,2024-03-10 17:20:58
PM11612,O01787,3385.06,Cash,Flutterwave,,ngn,1428.58,2024-05-11 15:38:44,2024-12-21 12:20:58
PM11613,O10252,3659.44,PAYPAL,,,KES,1240.91,2024-07-29 14:24:09,2024-02-16 15:16:41
PM11614,O05617,3453.71,P@yp@l,Flutterwave,Pending,GHS,843.43,2024-04-13 05:31:16,2024-03-04 09:08:27
PM11615,O11333,6015.61,Crypto,,Paid,ngn,1309.86,2024-04-16 08:09:59,2024-08-06 07:19:53
PM11616,O10088,1492.55,,,Reversed,NGN,445.42,2024-12-21 01:17:42,2024-09-15 06:58:25
PM11617,O10112,1201.88,transfer,,FAILED,NGN,596.22,2024-06-12 02:04:45,2024-05-06 23:02:34
PM11618,O11448,2800.46,Crypto,Paystack,Failed,,570.2,2024-10-08 23:10:08,2024-04-24 07:33:06
PM11619,O10469,176.38,card,Paystack,PENDING,,915.36,2024-12-03 08:56:07,2024-11-05 11:33:20
PM11620,O11933,4998.97,,Paystack,Reversed,KES,1039.67,2024-05-12 12:17:09,2024-11-20 13:55:38
PM11621,O10824,2786.02,,Stripe,pending,KES,404.71,2024-12-15 16:45:52,2024-04-24 05:28:10
PM11622,O03473,4395.5,CRYPTO,Paystack,,KES,1160.36,2024-05-26 14:15:32,2024-07-10 03:26:38
PM11623,O02660,4196.05,Crypto,,,NGN,692.45,2024-10-27 01:55:54,2024-03-22 01:57:37
PM11624,O04441,5423.74,Crypto,Flutterwave,Reversed,KES,1315.82,2024-04-09 11:57:23,2024-06-09 22:15:34
PM11625,O05731,5801.48,PAYPAL,,,GHS,1487.94,2024-09-13 09:45:41,2024-06-20 09:44:07
PM11626,O05836,3888.03,Card,Flutterwave,Paid,USD,352.03,2024-10-01 01:54:51,2024-06-14 01:47:31
PM11627,O07962,2031.45,,,Reversed,GHS,533.17,2024-05-22 00:14:32,2024-06-27 15:16:06
PM11628,O09451,2729.77,PAYPAL,Paystack,Paid,NGN,1446.4,2024-07-12 16:58:08,2024-12-17 19:01:47
PM11629,O10920,2797.81,P@yp@l,Paystack,Pending,KES,1248.58,2024-04-19 06:19:48,2024-01-18 05:55:29
PM11630,O08114,132.93,Cash,Stripe,,NGN,1371.73,2024-09-29 20:01:04,2024-09-25 08:07:49
PM11631,O05405,5856.57,Card,,Reversed,,557.21,2024-08-13 23:27:27,2024-11-30 20:51:42
PM11632,O03577,2023.91,Tr@nsfer,,Pending,ghs,584.46,2024-03-02 23:52:51,2024-06-21 19:24:46
PM11633,O04306,5604.9,paypal,,Reversed,NGN,1412.59,2024-08-28 01:17:31,2024-02-08 13:10:19
PM11634,O11294,210.83,Tr@nsfer,,Reversed,,1187.77,2024-05-10 13:51:54,2024-01-22 23:41:31
PM11635,O10641,5327.68,,Flutterwave,,ghs,1124.53,2024-04-12 08:44:19,2024-09-30 15:56:43
PM11636,O04860,2421.59,TRANSFER,Stripe,reversed,usd,598.91,2024-04-15 13:27:53,2024-01-07 21:35:47
PM11637,O10578,2988.99,card,Flutterwave,Paid,,1356.69,2024-11-10 17:09:56,2024-04-04 05:57:13
PM11638,O01672,897.32,Cash,,,NGN,1079.94,2024-01-29 16:28:54,2024-12-18 11:52:06
PM11639,O10646,2658.43,Crypto,Stripe,pending,NGN,1286.47,2024-09-17 03:05:53,2024-12-06 02:55:19
PM11640,O11212,3449.01,Crypto,Flutterwave,Pending,ngn,1073.22,2024-10-11 20:47:01,2024-10-29 09:07:32
PM11641,O06529,2620.09,C@sh,Paystack,,GHS,488.25,2024-12-29 14:26:57,2024-09-16 19:35:04
PM11642,O08435,2439.55,Crypto,Flutterwave,Failed,,456.61,2024-05-15 22:11:29,2024-09-13 13:16:34
PM11643,O04885,2371.25,PAYPAL,,Failed,USD,600.95,2024-08-28 08:35:01,2024-03-29 18:30:27
PM11644,O10641,4611.45,CRYPTO,,REVERSED,USD,908.46,2024-05-23 05:19:25,2024-09-05 16:30:09
PM11645,O10249,6313.45,paypal,,Failed,,540.42,2024-08-08 05:08:52,2024-11-17 12:01:25
PM11646,O04838,2361.49,Paypal,Stripe,REVERSED,ngn,964.84,2024-05-11 16:24:34,2024-07-28 08:39:41
PM11647,O04979,6566.5,transfer,Paystack,Pending,KES,685.92,2024-07-18 13:00:12,2024-04-05 07:59:39
PM11648,O01725,4323.35,Paypal,,pending,ghs,650.89,2024-04-04 23:50:41,2024-11-08 08:32:40
PM11649,O11187,6150.9,,Paystack,,NGN,578.13,2024-09-02 18:07:17,2024-04-25 18:30:26
PM11650,O08359,6993.7,cash,,Failed,ghs,588.3,2024-09-21 22:34:39,2024-08-01 22:28:54
PM11651,O00446,1311.66,Crypto,,REVERSED,KES,749.31,2024-10-31 22:55:34,2024-07-23 19:58:35
PM11652,O02336,3937.65,CASH,Stripe,Failed,ngn,799.63,2024-10-08 20:28:55,2024-06-10 12:44:18
